,Area,Occupational Title,Mean Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage,Rounded Employment
1063,Maricopa ,"Camera Operators, Television, Video, and Motion Picture",30.89,16.78,21.64,28.46,35.95,45.13, 170 
1064,Maricopa ,Film and Video Editors,35.24,16.15,21.03,30.33,42.90,48.88, 220 
1065,Maricopa ,"Media and Communication Equipment Workers, All Other",36.48,11.20,16.95,37.66,49.00,64.27, 100 
1066,Maricopa ,Healthcare Practitioners and Technical Occupations,41.01,16.28,24.55,34.60,46.74,68.61," 112,020 "
1067,Maricopa ,Chiropractors,34.58,16.86,19.25,34.38,39.11,57.05, 660 
1068,Maricopa ,"Dentists, General",91.74,29.04,53.80,83.51,*,*," 1,920 "
1069,Maricopa ,Oral and Maxillofacial Surgeons,*,*,*,*,*,*, * 
1070,Maricopa ,Orthodontists,*,*,*,*,*,*, * 
1071,Maricopa ,"Dentists, All Other Specialists",92.50,51.46,59.67,86.74,*,*, 50 
1072,Maricopa ,Dietitians and Nutritionists,26.48,15.26,19.75,27.45,33.41,37.20, 920 
1073,Maricopa ,Optometrists,60.64,36.60,49.44,61.17,72.84,80.63, 480 
1074,Maricopa ,Pharmacists,60.02,46.71,53.75,60.73,69.94,76.55," 5,230 "
1075,Maricopa ,Anesthesiologists,133.63,74.65,*,*,*,*, * 
1076,Maricopa ,Family and General Practitioners,103.24,51.46,76.53,96.41,*,*," 2,000 "
1077,Maricopa ,"Internists, General",103.27,28.20,40.79,*,*,*, 510 
1078,Maricopa ,Obstetricians and Gynecologists,98.31,84.13,88.03,94.52,*,*, * 
1079,Maricopa ,"Pediatricians, General",69.50,26.12,28.21,41.80,*,*, 890 
1080,Maricopa ,Psychiatrists,112.52,44.47,51.57,*,*,*, 640 
1081,Maricopa ,Surgeons,*,*,*,*,*,*, 460 
1082,Maricopa ,"Physicians and Surgeons, All Other",112.35,55.08,84.75,*,*,*," 3,660 "
1083,Maricopa ,Physician Assistants,50.44,29.85,43.45,51.80,59.85,69.11," 1,440 "
1084,Maricopa ,Podiatrists,76.18,23.84,42.59,56.29,*,*, 140 
1085,Maricopa ,Occupational Therapists,47.57,31.20,37.23,44.97,53.30,80.56," 1,670 "
1086,Maricopa ,Physical Therapists,42.98,31.15,34.89,41.19,49.02,58.69," 2,800 "
1087,Maricopa ,Radiation Therapists,42.26,29.75,34.47,40.77,48.35,59.48, 230 
1088,Maricopa ,Recreational Therapists,24.26,15.83,18.09,23.56,30.12,35.44, * 
1089,Maricopa ,Respiratory Therapists,28.51,22.66,25.67,28.33,31.05,35.96," 1,790 "
1090,Maricopa ,Speech-Language Pathologists,36.00,18.94,25.76,36.86,45.66,51.74," 1,610 "
1091,Maricopa ,Exercise Physiologists,25.62,20.24,21.87,24.74,28.97,31.82, 100 
1092,Maricopa ,"Therapists, All Other",28.64,20.38,22.79,26.63,30.22,43.55, 120 
1093,Maricopa ,Veterinarians,48.19,33.97,40.39,47.06,56.43,65.87, 730 
1094,Maricopa ,Registered Nurses,37.56,26.95,31.70,37.04,43.74,48.82," 37,460 "
1095,Maricopa ,Nurse Anesthetists,68.61,29.22,64.81,71.10,77.38,87.00, * 
1096,Maricopa ,Nurse Midwives,50.49,33.68,42.34,49.08,57.76,62.97, * 
1097,Maricopa ,Nurse Practitioners,52.49,26.68,43.52,53.94,61.61,73.05," 2,160 "
1098,Maricopa ,Audiologists,37.71,30.64,33.12,36.91,42.81,48.02, 120 
1099,Maricopa ,"Health Diagnosing and Treating Practitioners, All Other",36.93,22.81,27.15,31.83,44.91,57.69, * 
1100,Maricopa ,Clinical Laboratory Technologists and Technicians,26.18,15.06,18.89,25.70,32.87,38.39," 5,360 "
1101,Maricopa ,Dental Hygienists,42.54,35.39,40.68,43.88,47.09,49.02," 2,270 "
1102,Maricopa ,Cardiovascular Technologists and Technicians,27.20,15.38,17.90,23.66,36.18,45.12, 610 
1103,Maricopa ,Diagnostic Medical Sonographers,40.91,27.79,35.01,42.43,47.45,51.03," 1,450 "
1104,Maricopa ,Nuclear Medicine Technologists,40.89,33.26,36.37,41.31,46.05,48.89, 190 
1105,Maricopa ,Radiologic Technologists and Technicians,32.04,21.18,26.61,32.09,37.70,44.24," 2,450 "
1106,Maricopa ,Magnetic Resonance Imaging Technologists,39.93,30.89,34.87,40.94,45.93,48.92, * 
1107,Maricopa ,Emergency Medical Technicians and Paramedics,18.80,12.20,14.11,17.68,22.38,28.16," 1,780 "
1108,Maricopa ,Dietetic Technicians,13.52,10.51,11.88,13.49,14.77,15.66," 1,130 "
1109,Maricopa ,Pharmacy Technicians,16.74,12.17,13.80,16.44,19.02,22.71," 6,120 "
1110,Maricopa ,Psychiatric Technicians,16.50,12.37,14.24,16.60,18.57,21.25," 2,100 "
1111,Maricopa ,Respiratory Therapy Technicians,29.27,24.05,26.16,28.92,32.81,37.03, 330 
1112,Maricopa ,Surgical Technologists,24.73,16.63,20.35,25.10,28.84,31.38, * 
1113,Maricopa ,Veterinary Technologists and Technicians,17.25,13.08,14.73,16.88,18.93,22.84, 870 
1114,Maricopa ,Ophthalmic Medical Technicians,18.87,15.54,16.56,18.27,20.97,23.82, 470 
1115,Maricopa ,Licensed Practical and Licensed Vocational Nurses,27.03,20.32,23.85,27.00,29.75,33.80," 4,680 "
1116,Maricopa ,Medical Records and Health Information Technicians,19.65,12.44,14.72,17.98,23.53,29.91," 4,480 "
1117,Maricopa ,"Opticians, Dispensing",18.40,12.63,14.13,17.33,21.78,25.74," 1,120 "
1118,Maricopa ,Orthotists and Prosthetists,34.66,19.37,22.30,31.87,45.50,54.71, 130 
1119,Maricopa ,Hearing Aid Specialists,25.24,19.89,22.41,25.71,28.50,30.17, * 
1120,Maricopa ,"Health Technologists and Technicians, All Other",23.88,14.52,16.91,21.00,29.06,38.16," 2,040 "
1121,Maricopa ,Occupational Health and Safety Specialists,34.54,19.33,25.39,33.79,43.61,51.42, 960 
1122,Maricopa ,Occupational Health and Safety Technicians,28.86,19.48,22.09,26.64,34.66,45.53, 200 
1123,Maricopa ,Athletic Trainers,*,*,*,*,*,*, 500 
1124,Maricopa ,Genetic Counselors,38.59,31.47,34.08,38.25,44.05,48.29, 40 
1125,Maricopa ,"Healthcare Practitioners and Technical Workers, All Other",22.49,11.76,13.77,17.96,27.15,43.43, 450 
1126,Maricopa ,Healthcare Support Occupations,15.99,11.11,12.32,14.74,18.22,22.79," 51,570 "
1127,Maricopa ,Home Health Aides,12.22,10.68,11.08,11.74,12.92,14.35," 14,040 "
1128,Maricopa ,Nursing Assistants,15.36,12.50,13.49,14.99,17.22,18.96, * 
1129,Maricopa ,Orderlies,12.87,10.82,11.28,12.09,13.90,15.34, 500 
1130,Maricopa ,Occupational Therapy Assistants,28.29,15.15,18.27,30.76,36.36,39.53, 880 
1131,Maricopa ,Occupational Therapy Aides,19.42,14.30,16.08,17.89,19.75,27.49, * 
1132,Maricopa ,Physical Therapist Assistants,23.33,12.50,14.46,22.41,32.06,36.92," 1,700 "
1133,Maricopa ,Physical Therapist Aides,14.18,11.28,12.37,13.72,15.18,18.24, 500 
1134,Maricopa ,Massage Therapists,19.87,10.70,14.92,18.40,23.36,29.40," 1,720 "
1135,Maricopa ,Dental Assistants,20.50,15.82,18.29,21.15,23.40,24.87," 4,790 "
1136,Maricopa ,Medical Assistants,16.39,12.73,14.11,16.17,18.26,20.05," 12,660 "
1137,Maricopa ,Medical Equipment Preparers,18.03,13.41,15.12,17.47,19.92,23.58, * 
1138,Maricopa ,Medical Transcriptionists,19.41,11.25,14.39,19.10,22.97,26.59, 320 
1139,Maricopa ,Pharmacy Aides,19.00,11.44,15.30,18.20,24.39,28.22, 210 
1140,Maricopa ,Veterinary Assistants and Laboratory Animal Caretakers,13.97,11.09,12.23,13.85,15.51,17.60," 1,790 "
1141,Maricopa ,Phlebotomists,15.56,11.44,12.69,15.02,17.87,20.24, 810 
1142,Maricopa ,"Healthcare Support Workers, All Other",19.77,11.75,15.63,19.31,23.85,28.15," 1,220 "
1143,Maricopa ,Protective Service Occupations,21.93,11.00,12.32,18.28,28.92,38.18," 44,030 "
1144,Maricopa ,First-Line Supervisors of Correctional Officers,28.37,20.32,22.07,25.43,31.88,43.58, * 
1145,Maricopa ,First-Line Supervisors of Police and Detectives,47.70,32.13,40.74,48.14,56.71,62.23," 1,780 "
1146,Maricopa ,First-Line Supervisors of Fire Fighting and Prevention Workers,38.21,26.74,29.94,37.13,45.56,51.65," 1,150 "
1147,Maricopa ,"First-Line Supervisors of Protective Service Workers, All Other",22.70,13.41,16.22,21.94,28.19,33.85," 1,410 "
1148,Maricopa ,Firefighters,24.74,16.15,20.01,25.32,29.02,32.97," 2,990 "
1149,Maricopa ,Fire Inspectors and Investigators,32.54,24.51,27.43,32.57,37.04,41.44, 100 
1150,Maricopa ,Bailiffs,16.21,12.53,13.39,14.82,19.15,22.44, 170 
1151,Maricopa ,Correctional Officers and Jailers,21.17,16.33,18.23,20.92,23.41,26.69," 4,460 "
1152,Maricopa ,Detectives and Criminal Investigators,42.05,21.11,27.09,38.24,59.53,66.76," 1,110 "
1153,Maricopa ,Police and Sheriff's Patrol Officers,33.10,25.22,29.26,33.66,37.28,40.22," 7,060 "
1154,Maricopa ,Animal Control Workers,17.68,13.95,15.53,17.18,18.93,23.24, 110 
1155,Maricopa ,Private Detectives and Investigators,26.02,13.81,17.57,25.04,30.12,44.20, 300 
1156,Maricopa ,Security Guards,14.07,10.68,11.38,12.74,15.10,18.78," 17,520 "
1157,Maricopa ,Crossing Guards,11.18,10.50,10.51,10.96,11.64,12.21, 860 
1158,Maricopa ,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",12.11,10.51,10.88,11.51,12.41,13.98," 1,530 "
1159,Maricopa ,Transportation Security Screeners,19.70,16.19,18.69,19.05,20.51,22.46, 920 
1160,Maricopa ,"Protective Service Workers, All Other",15.57,10.51,10.99,11.90,17.43,25.44, * 
1161,Maricopa ,Food Preparation and Serving-Related Occupations,13.35,10.50,10.51,11.54,13.99,19.02," 180,180 "
1162,Maricopa ,Chefs and Head Cooks,20.99,11.24,12.34,18.45,26.72,33.76," 2,630 "
1163,Maricopa ,First-Line Supervisors of Food Preparation and Serving Workers,17.14,10.99,12.23,14.75,20.70,27.64," 14,690 "
1164,Maricopa ,"Cooks, Fast Food",11.37,10.50,10.51,10.70,11.80,13.10," 13,180 "
1165,Maricopa ,"Cooks, Institution and Cafeteria",13.32,10.65,11.36,12.78,14.73,17.22," 3,700 "
1166,Maricopa ,"Cooks, Restaurant",14.11,11.02,11.88,13.61,15.76,18.39," 15,760 "
1167,Maricopa ,"Cooks, Short Order",12.60,10.62,11.01,11.67,13.85,16.72," 2,920 "
1168,Maricopa ,"Cooks, All Other",17.63,12.69,13.70,15.38,21.11,25.95, * 
1169,Maricopa ,Food Preparation Workers,11.99,10.52,10.92,11.57,12.46,14.45," 10,580 "
1170,Maricopa ,Bartenders,15.64,10.50,10.51,11.13,20.03,28.06," 7,810 "
1171,Maricopa ,"Combined Food Preparation and Serving Workers, Including Fast Food",11.48,10.50,10.51,11.06,11.76,13.26," 41,930 "
1172,Maricopa ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",12.29,10.51,10.96,11.83,13.36,14.72," 9,340 "
1173,Maricopa ,Waiters and Waitresses,14.89,10.50,10.51,11.37,18.21,23.77," 32,770 "
1174,Maricopa ,"Food Servers, Nonrestaurant",13.19,10.50,10.51,10.92,13.18,18.06," 4,390 "
1175,Maricopa ,Dining Room and Cafeteria Attendants and Bartender Helpers,12.91,10.50,10.51,11.05,13.33,17.20," 6,340 "
1176,Maricopa ,Dishwashers,11.69,10.51,10.76,11.39,12.16,13.81," 7,170 "
1177,Maricopa ,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",11.99,10.50,10.59,11.29,12.14,15.50," 6,380 "
1178,Maricopa ,"Food Preparation and Serving Related Workers, All Other",11.91,10.50,10.59,11.36,12.28,14.44, 530 
1179,Maricopa ,Building and Grounds Cleaning and Maintenance Occupations,13.63,10.51,11.09,12.21,14.71,18.49," 58,220 "
1180,Maricopa ,First-Line Supervisors of Housekeeping and Janitorial Workers,17.53,11.32,12.84,16.35,19.82,26.07," 2,780 "
1181,Maricopa ,"First-Line Supervisors of Landscaping, Lawn Service, and Groundsk",20.81,13.73,15.99,19.44,24.01,30.17," 2,310 "
1182,Maricopa ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",12.65,10.51,10.75,11.61,13.55,16.11," 25,040 "
1183,Maricopa ,Maids and Housekeeping Cleaners,11.93,10.51,10.83,11.47,12.23,14.28," 9,660 "
1184,Maricopa ,"Building Cleaning Workers, All Other",13.16,11.27,12.30,13.31,14.32,14.93, * 
1185,Maricopa ,Pest Control Workers,18.51,13.47,14.94,16.97,21.11,27.07," 1,470 "
1186,Maricopa ,Landscaping and Groundskeeping Workers,13.84,10.93,11.70,13.21,14.93,17.79," 15,900 "
1187,Maricopa ,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",18.37,13.03,14.88,17.18,19.37,25.92, 300 
1188,Maricopa ,Tree Trimmers and Pruners,20.50,11.26,16.69,21.91,24.52,27.05, 180 
1189,Maricopa ,"Grounds Maintenance Workers, All Other",16.38,11.13,12.07,16.04,18.85,22.57, 240 
1190,Maricopa ,Personal Care and Service Occupations,13.22,10.51,10.88,11.63,13.56,17.81," 79,940 "
1191,Maricopa ,First-line supervisors of gaming workers,25.01,13.71,17.06,24.33,31.42,37.77, 370 
1192,Maricopa ,First-Line Supervisors of Personal Service Workers,19.42,11.96,13.79,17.20,23.06,30.22," 3,990 "
1193,Maricopa ,Animal Trainers,19.44,10.66,11.07,11.74,33.25,38.03, 180 
1194,Maricopa ,Nonfarm Animal Caretakers,13.29,10.51,10.85,11.59,13.91,18.60," 2,500 "
1195,Maricopa ,Motion Picture Projectionists,12.65,10.50,10.50,10.51,14.75,17.74, 100 
1196,Maricopa ,"Ushers, Lobby Attendants, and Ticket Takers",11.96,10.50,10.51,11.28,12.39,14.47," 2,490 "
1197,Maricopa ,Amusement and Recreation Attendants,12.25,10.50,10.51,11.36,13.08,15.47," 3,670 "
1198,Maricopa ,Costume Attendants,16.88,11.34,12.83,14.68,20.39,25.50, 70 
1199,Maricopa ,"Locker Room, Coatroom, and Dressing Room Attendants",12.21,10.50,10.51,10.78,12.51,16.18, 360 
1200,Maricopa ,Funeral Attendants,*,*,*,*,*,*, 140 
1201,Maricopa ,"Morticians, Undertakers, and Funeral Directors",21.55,15.71,16.68,18.29,24.70,36.41, 80 
1202,Maricopa ,Barbers,12.54,10.74,11.08,11.66,13.67,15.47, * 
1203,Maricopa ,"Hairdressers, Hairstylists, and Cosmetologists",13.92,10.51,10.69,11.52,14.78,20.23," 7,230 "
1204,Maricopa ,Manicurists and Pedicurists,12.53,10.60,10.90,11.41,11.94,15.96, * 
1205,Maricopa ,Skincare Specialists,17.40,10.66,11.71,15.52,22.01,25.74," 1,400 "
1206,Maricopa ,Baggage Porters and Bellhops,13.73,10.50,10.59,12.09,14.34,17.48, 610 
1207,Maricopa ,Concierges,14.13,10.97,11.86,13.28,14.91,18.07, 710 
1208,Maricopa ,Tour and travel guides,12.97,10.61,11.08,11.86,14.10,17.11, 600 
1209,Maricopa ,Childcare Workers,12.20,10.62,11.01,11.66,12.75,14.54," 7,460 "
1210,Maricopa ,Personal Care Aides,11.81,10.52,10.87,11.45,12.20,13.99," 35,570 "
1211,Maricopa ,Fitness Trainers and Aerobics Instructors,19.82,10.91,12.22,18.81,24.49,29.83," 3,290 "
1212,Maricopa ,Recreation Workers,13.36,10.51,10.94,11.82,14.38,18.23," 4,730 "
1213,Maricopa ,Residential Advisors,18.47,10.87,14.81,17.68,22.03,27.20, 570 
1214,Maricopa ,"Personal Care and Service Workers, All Other",12.95,10.51,10.78,11.33,12.10,18.21, 710 
1215,Maricopa ,Sales and Related Occupations,19.49,10.51,11.25,13.61,21.78,35.40," 212,860 "
1216,Maricopa ,First-Line Supervisors of Retail Sales Workers,20.13,12.66,14.98,18.39,24.19,29.98," 16,980 "
1217,Maricopa ,First-Line Supervisors of Non-Retail Sales Workers,31.71,13.86,19.06,30.10,41.11,51.25," 3,730 "
1218,Maricopa ,Cashiers,12.03,10.50,10.64,11.36,12.22,14.63," 41,020 "
1219,Maricopa ,Counter and Rental Clerks,13.24,10.50,10.51,11.77,14.60,18.72," 6,210 "
1220,Maricopa ,Parts Salespersons,16.22,10.68,11.53,13.73,18.58,27.19," 3,540 "
1221,Maricopa ,Retail Salespersons,13.06,10.51,10.84,11.61,13.54,17.50," 66,610 "
1222,Maricopa ,Advertising Sales Agents,23.56,12.49,14.18,19.27,28.67,41.79," 1,930 "
1223,Maricopa ,Insurance Sales Agents,30.39,13.05,16.12,22.22,31.34,49.47," 5,930 "
1224,Maricopa ,"Securities, Commodities, and Financial Services Sales Agents",37.08,16.36,18.60,25.23,41.56,73.71," 6,430 "
1225,Maricopa ,Travel Agents,24.14,16.09,18.91,23.35,29.10,34.46," 2,330 "
1226,Maricopa ,"Sales Representatives, Services, All Other",26.68,11.76,15.11,23.21,32.49,44.87," 17,060 "
1227,Maricopa ,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",40.91,18.11,24.98,36.08,49.73,68.97," 6,590 "
1228,Maricopa ,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",31.43,13.90,18.99,26.75,37.92,54.16," 16,910 "
1229,Maricopa ,Demonstrators and Product Promoters,18.57,10.87,11.64,17.83,24.78,28.55," 1,730 "
1230,Maricopa ,Models,11.40,10.58,10.84,11.27,11.69,11.95, * 
1231,Maricopa ,Real Estate Brokers,33.42,20.55,23.08,29.76,38.99,55.59," 1,480 "
1232,Maricopa ,Real Estate Sales Agents,35.97,12.49,15.09,28.17,46.24,82.77," 2,620 "
1233,Maricopa ,Sales Engineers,53.48,28.76,41.45,54.67,62.27,81.83," 1,550 "
1234,Maricopa ,Telemarketers,14.55,11.00,12.03,13.85,15.74,18.65," 7,570 "
1235,Maricopa ,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",20.81,11.39,12.62,14.60,18.70,45.86, 120 
1236,Maricopa ,"Sales and Related Workers, All Other",18.84,11.03,11.87,16.09,23.24,30.06, * 
1237,Maricopa ,Office and Administrative Support Occupations,18.72,11.48,13.65,17.22,22.19,28.70," 345,260 "
1238,Maricopa ,First-Line Supervisors of Office and Administrative Support Worke,26.96,15.77,19.28,25.00,31.93,40.03," 26,650 "
1239,Maricopa ,"Switchboard Operators, Including Answering Service",13.95,11.10,12.12,13.70,15.22,17.84, 700 
1240,Maricopa ,Bill and Account Collectors,17.36,11.96,13.88,16.81,19.92,23.84," 7,260 "
1241,Maricopa ,Billing and Posting Clerks and Machine Operators,18.71,14.14,16.05,18.02,20.83,24.75," 8,550 "
1242,Maricopa ,"Bookkeeping, Accounting, and Auditing Clerks",20.10,13.03,16.26,19.31,23.34,28.04," 16,890 "
1243,Maricopa ,Payroll and Timekeeping Clerks,21.27,13.79,16.67,20.98,25.49,29.76," 2,000 "
1244,Maricopa ,Procurement Clerks,21.03,14.28,17.33,20.98,24.41,28.32," 1,620 "
1245,Maricopa ,Tellers,14.83,11.74,12.96,14.57,16.66,18.67," 3,880 "
1246,Maricopa ,"Financial Clerks, All Other",21.54,15.45,17.91,21.30,24.57,29.07, 470 
1247,Maricopa ,Brokerage Clerks,23.69,16.76,19.48,22.82,27.45,31.75," 1,280 "
1248,Maricopa ,Correspondence Clerks,21.34,15.53,18.80,21.61,24.15,27.79, 80 
1249,Maricopa ,"Court, Municipal, and License Clerks",18.23,12.71,14.98,17.60,21.01,24.04," 1,300 "
1250,Maricopa ,"Credit Authorizers, Checkers, and Clerks",20.13,13.80,16.07,19.68,23.54,28.16, 680 
1251,Maricopa ,Customer Service Representatives,17.24,11.47,13.39,16.28,19.55,24.42," 78,390 "
1252,Maricopa ,"Eligibility Interviewers, Government Programs",20.49,13.23,15.24,20.52,25.01,28.80, 790 
1253,Maricopa ,File Clerks,16.47,11.28,12.66,16.08,19.58,23.09," 1,510 "
1254,Maricopa ,"Hotel, Motel, and Resort Desk Clerks",12.21,10.51,10.88,11.70,13.05,14.51," 2,710 "
1255,Maricopa ,"Interviewers, Except Eligibility and Loan",16.72,11.22,12.53,16.43,19.34,23.70, 850 
1256,Maricopa ,"Library Assistants, Clerical",14.52,10.51,11.43,14.03,17.29,19.09, 650 
1257,Maricopa ,Loan Interviewers and Clerks,19.58,10.51,14.20,19.84,24.28,28.73," 6,630 "
1258,Maricopa ,New Accounts Clerks,18.52,13.21,15.92,18.21,21.11,24.60, 400 
1259,Maricopa ,Order Clerks,15.63,11.15,12.40,15.17,18.16,21.16," 1,820 "
1260,Maricopa ,"Human Resources Assistants, Except Payroll and Timekeeping",20.34,14.81,16.69,19.67,23.73,27.75," 1,630 "
1261,Maricopa ,Receptionists and Information Clerks,14.75,10.99,12.11,14.18,16.86,19.22," 15,330 "
1262,Maricopa ,Reservation and Transportation Ticket Agents and Travel Clerks,21.77,12.38,14.11,23.76,28.72,30.89," 3,500 "
1263,Maricopa ,"Information and Record Clerks, All Other",19.71,11.82,14.81,18.77,23.30,27.24," 2,440 "
1264,Maricopa ,Cargo and Freight Agents,21.97,12.89,17.19,22.35,27.58,30.14, 670 
1265,Maricopa ,Couriers and Messengers,14.88,10.77,12.49,14.28,17.03,19.06," 1,010 "
1266,Maricopa ,"Police, Fire, and Ambulance Dispatchers",20.51,15.33,16.55,18.62,25.04,28.65," 1,420 "
1267,Maricopa ,"Dispatchers, Except Police, Fire, and Ambulance",19.61,12.37,15.16,18.46,22.98,28.43," 2,300 "
1268,Maricopa ,"Meter Readers, Utilities",25.70,15.17,19.48,23.96,33.02,37.45, 470 
1269,Maricopa ,Postal Service Clerks,26.50,20.11,21.62,28.89,28.90,29.48, 470 
1270,Maricopa ,Postal Service Mail Carriers,25.09,17.78,17.79,28.68,30.05,31.29," 3,710 "
1271,Maricopa ,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",23.75,16.24,17.20,28.25,28.89,28.90," 1,430 "
1272,Maricopa ,"Production, Planning, and Expediting Clerks",23.57,13.80,16.91,21.79,28.92,36.44," 6,130 "
1273,Maricopa ,"Shipping, Receiving, and Traffic Clerks",16.58,11.36,12.89,15.25,19.13,23.89," 7,660 "
1274,Maricopa ,Stock Clerks and Order Fillers,14.10,10.66,11.28,12.66,15.52,20.02," 30,070 "
1275,Maricopa ,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",14.75,10.50,10.61,12.68,18.18,22.21, * 
1276,Maricopa ,Executive Secretaries and Executive Administrative Assistants,27.14,17.11,20.79,26.36,32.11,38.55," 8,490 "
1277,Maricopa ,Legal Secretaries,23.58,15.78,18.40,24.04,28.36,31.41," 1,920 "
1278,Maricopa ,Medical Secretaries,17.88,13.12,15.28,17.47,19.90,23.75," 8,540 "
1279,Maricopa ,"Secretaries and Administrative Assistants, Except Legal, Medical,",17.88,11.81,14.05,17.23,20.91,25.33," 31,070 "
1280,Maricopa ,Computer Operators,24.27,15.52,17.93,24.69,30.14,35.38, * 
1281,Maricopa ,Data Entry Keyers,15.85,11.27,12.69,14.83,18.23,22.27," 2,860 "
1282,Maricopa ,Word Processors and Typists,17.97,12.19,14.40,17.77,21.54,23.90, 130 
1283,Maricopa ,Desktop Publishers,18.50,10.50,10.51,15.82,24.47,31.74, 90 
1284,Maricopa ,Insurance Claims and Policy Processing Clerks,21.09,15.31,16.92,19.56,23.89,30.16," 5,920 "
